"region","age_group","react_week_number","react_week_start_date","number_positive","number_samples"
"East of England","5-12",70,2021-04-26,0,449
"East of England","5-12",71,2021-05-03,0,54
"East of England","13-17",68,2021-04-12,0,155
"East of England","13-17",69,2021-04-19,2,579
"East of England","13-17",70,2021-04-26,0,232
"East of England","13-17",71,2021-05-03,0,11
"East of England","18-24",68,2021-04-12,0,72
"East of England","18-24",69,2021-04-19,0,373
"East of England","18-24",70,2021-04-26,0,199
"East of England","18-24",71,2021-05-03,0,25
"East of England","25-34",68,2021-04-12,0,100
"East of England","25-34",69,2021-04-19,2,704
"East of England","25-34",70,2021-04-26,0,516
"East of England","25-34",71,2021-05-03,0,46
"East of England","45-54",68,2021-04-12,0,221
"East of England","45-54",69,2021-04-19,0,1545
"East of England","45-54",70,2021-04-26,2,978
"East of England","45-54",71,2021-05-03,0,68
"East of England","55-64",68,2021-04-12,1,252
"East of England","55-64",69,2021-04-19,1,2083
"East of England","55-64",70,2021-04-26,0,1161
"East of England","55-64",71,2021-05-03,0,70
"East of England","65+",68,2021-04-12,0,557
"East of England","65+",69,2021-04-19,2,3537
"East of England","65+",70,2021-04-26,1,1401
"East of England","65+",71,2021-05-03,0,52
"London","35-44",68,2021-04-12,0,110
"London","35-44",69,2021-04-19,1,1074
"London","35-44",70,2021-04-26,1,1017
"London","35-44",71,2021-05-03,0,51
"London","5-12",68,2021-04-12,0,77
"London","5-12",69,2021-04-19,0,438
"London","5-12",70,2021-04-26,2,429
"London","5-12",71,2021-05-03,0,31
"London","13-17",68,2021-04-12,1,136
"London","13-17",69,2021-04-19,0,350
"London","13-17",70,2021-04-26,0,174
"London","13-17",71,2021-05-03,0,6
"London","18-24",68,2021-04-12,0,50
"London","18-24",69,2021-04-19,0,258
"London","18-24",70,2021-04-26,1,199
"London","18-24",71,2021-05-03,0,10
"London","25-34",68,2021-04-12,0,71
"London","25-34",69,2021-04-19,1,938
"London","25-34",70,2021-04-26,0,764
"London","25-34",71,2021-05-03,0,49
"London","45-54",68,2021-04-12,0,128
"London","45-54",69,2021-04-19,0,1005
"London","45-54",70,2021-04-26,1,884
"London","45-54",71,2021-05-03,0,46
"London","55-64",68,2021-04-12,0,114
"London","55-64",69,2021-04-19,1,1034
"London","55-64",70,2021-04-26,0,725
"London","55-64",71,2021-05-03,0,47
"London","65+",68,2021-04-12,0,184
"London","65+",69,2021-04-19,2,1336
"London","65+",70,2021-04-26,0,707
"London","65+",71,2021-05-03,0,25
"South West","35-44",68,2021-04-12,0,84
"South West","35-44",69,2021-04-19,1,645
"South West","35-44",70,2021-04-26,2,527
"South West","35-44",71,2021-05-03,0,39
"South West","5-12",68,2021-04-12,0,73
"South West","5-12",69,2021-04-19,0,390
"South West","5-12",70,2021-04-26,0,300
"South West","5-12",71,2021-05-03,0,27
"South West","13-17",68,2021-04-12,0,92
"South West","13-17",69,2021-04-19,0,353
"South West","13-17",70,2021-04-26,0,150
"South West","13-17",71,2021-05-03,0,8
"South West","18-24",68,2021-04-12,0,70
"South West","18-24",69,2021-04-19,0,232
"South West","18-24",70,2021-04-26,0,141
"South West","18-24",71,2021-05-03,0,4
"South West","25-34",68,2021-04-12,0,74
"South West","25-34",69,2021-04-19,0,470
"South West","25-34",70,2021-04-26,0,297
"South West","25-34",71,2021-05-03,0,38
"South West","45-54",68,2021-04-12,1,149
"South West","45-54",69,2021-04-19,0,945
"South West","45-54",70,2021-04-26,0,683
"South West","45-54",71,2021-05-03,0,49
"South West","55-64",68,2021-04-12,0,224
"South West","55-64",69,2021-04-19,1,1410
"South West","55-64",70,2021-04-26,1,852
"South West","55-64",71,2021-05-03,0,59
"South West","65+",68,2021-04-12,0,409
"South West","65+",69,2021-04-19,1,2572
"South West","65+",70,2021-04-26,1,1009
"South West","65+",71,2021-05-03,0,42
