areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
nation,England,E92000001,2021-01-19,37051,3161610,36890,3155362,161,6248
nation,England,E92000001,2021-01-18,41937,3124559,41761,3118472,176,6087
nation,England,E92000001,2021-01-17,26972,3082622,26898,3076711,74,5911
nation,England,E92000001,2021-01-16,28406,3055650,28328,3049813,78,5837
nation,England,E92000001,2021-01-15,37883,3027244,37766,3021485,117,5759
nation,England,E92000001,2021-01-14,39655,2989361,39524,2983719,131,5642
nation,England,E92000001,2021-01-13,42295,2949706,42187,2944195,108,5511
nation,England,E92000001,2021-01-12,45970,2907411,45801,2902008,169,5403
nation,England,E92000001,2021-01-11,53519,2861441,53344,2856207,175,5234
nation,England,E92000001,2021-01-10,33746,2807922,33688,2802863,58,5059
nation,England,E92000001,2021-01-09,36417,2774176,36345,2769175,72,5001
nation,England,E92000001,2021-01-08,43491,2737759,43377,2732830,114,4929
nation,England,E92000001,2021-01-07,48130,2694268,48017,2689453,113,4815
nation,England,E92000001,2021-01-06,52750,2646138,52619,2641436,131,4702
nation,England,E92000001,2021-01-05,59595,2593388,59419,2588817,176,4571
nation,England,E92000001,2021-01-04,70928,2533793,70771,2529398,157,4395
nation,England,E92000001,2021-01-03,50660,2462865,50593,2458627,67,4238
nation,England,E92000001,2021-01-02,55429,2412205,55347,2408034,82,4171
nation,England,E92000001,2021-01-01,28882,2356776,28839,2352687,43,4089
nation,England,E92000001,2020-12-31,47822,2327894,47758,2323848,64,4046
nation,England,E92000001,2020-12-30,64240,2280072,64129,2276090,111,3982
nation,England,E92000001,2020-12-29,74058,2215832,73929,2211961,129,3871
nation,England,E92000001,2020-12-28,40846,2141774,40798,2138032,48,3742
nation,England,E92000001,2020-12-27,43251,2100928,43201,2097234,50,3694
nation,England,E92000001,2020-12-26,37458,2057677,37417,2054033,41,3644
nation,England,E92000001,2020-12-25,12926,2020219,12906,2016616,20,3603
nation,England,E92000001,2020-12-24,29290,2007293,29246,2003710,44,3583
nation,England,E92000001,2020-12-23,38384,1978003,38327,1974464,57,3539
nation,England,E92000001,2020-12-22,41746,1939619,41661,1936137,85,3482
nation,England,E92000001,2020-12-21,43448,1897873,43385,1894476,63,3397
nation,England,E92000001,2020-12-20,29557,1854425,29524,1851091,33,3334
nation,England,E92000001,2020-12-19,22193,1824868,22165,1821567,28,3301
nation,England,E92000001,2020-12-18,32427,1802675,32381,1799402,46,3273
nation,England,E92000001,2020-12-17,30157,1770248,30114,1767021,43,3227
nation,England,E92000001,2020-12-16,30654,1740091,30616,1736907,38,3184
nation,England,E92000001,2020-12-15,29657,1709437,29614,1706291,43,3146
nation,England,E92000001,2020-12-14,30022,1679780,29978,1676677,44,3103
nation,England,E92000001,2020-12-13,18411,1649758,18393,1646699,18,3059
nation,England,E92000001,2020-12-12,16276,1631347,16249,1628306,27,3041
nation,England,E92000001,2020-12-11,20182,1615071,20147,1612057,35,3014
nation,England,E92000001,2020-12-10,18853,1594889,18823,1591910,30,2979
nation,England,E92000001,2020-12-09,17744,1576036,17708,1573087,36,2949
nation,England,E92000001,2020-12-08,16941,1558292,16905,1555379,36,2913
nation,England,E92000001,2020-12-07,17664,1541351,17629,1538474,35,2877
nation,England,E92000001,2020-12-06,11047,1523687,11033,1520845,14,2842
nation,England,E92000001,2020-12-05,10313,1512640,10306,1509812,7,2828
nation,England,E92000001,2020-12-04,13064,1502327,13044,1499506,20,2821
nation,England,E92000001,2020-12-03,12759,1489263,12731,1486462,28,2801
nation,England,E92000001,2020-12-02,13665,1476504,13639,1473731,26,2773
nation,England,E92000001,2020-12-01,13736,1462839,13705,1460092,31,2747
nation,England,E92000001,2020-11-30,15234,1449103,15209,1446387,25,2716
nation,England,E92000001,2020-11-29,9069,1433869,9057,1431178,12,2691
nation,England,E92000001,2020-11-28,9359,1424800,9344,1422121,15,2679
nation,England,E92000001,2020-11-27,12460,1415441,12436,1412777,24,2664
nation,England,E92000001,2020-11-26,12458,1402981,12440,1400341,18,2640
nation,England,E92000001,2020-11-25,14152,1390523,14127,1387901,25,2622
nation,England,E92000001,2020-11-24,14266,1376371,14240,1373774,26,2597
nation,England,E92000001,2020-11-23,16470,1362105,16447,1359534,23,2571
nation,England,E92000001,2020-11-22,10222,1345635,10211,1343087,11,2548
nation,England,E92000001,2020-11-21,10811,1335413,10800,1332876,11,2537
nation,England,E92000001,2020-11-20,14966,1324602,14942,1322076,24,2526
nation,England,E92000001,2020-11-19,15794,1309636,15772,1307134,22,2502
nation,England,E92000001,2020-11-18,18551,1293842,18517,1291362,34,2480
nation,England,E92000001,2020-11-17,20674,1275291,20652,1272845,22,2446
nation,England,E92000001,2020-11-16,24134,1254617,24106,1252193,28,2424
nation,England,E92000001,2020-11-15,14422,1230483,14409,1228087,13,2396
nation,England,E92000001,2020-11-14,16293,1216061,16281,1213678,12,2383
nation,England,E92000001,2020-11-13,22011,1199768,21985,1197397,26,2371
nation,England,E92000001,2020-11-12,22313,1177757,22283,1175412,30,2345
nation,England,E92000001,2020-11-11,25065,1155444,25036,1153129,29,2315
nation,England,E92000001,2020-11-10,24832,1130379,24800,1128093,32,2286
nation,England,E92000001,2020-11-09,28568,1105547,28526,1103293,42,2254
nation,England,E92000001,2020-11-08,18280,1076979,18262,1074767,18,2212
nation,England,E92000001,2020-11-07,16893,1058699,16882,1056505,11,2194
nation,England,E92000001,2020-11-06,21174,1041806,21140,1039623,34,2183
nation,England,E92000001,2020-11-05,21199,1020632,21161,1018483,38,2149
nation,England,E92000001,2020-11-04,21050,999433,21018,997322,32,2111
nation,England,E92000001,2020-11-03,22687,978383,22646,976304,41,2079
nation,England,E92000001,2020-11-02,28389,955696,28350,953658,39,2038
nation,England,E92000001,2020-11-01,13616,927307,13596,925308,20,1999
nation,England,E92000001,2020-10-31,14575,913691,14559,911712,16,1979
nation,England,E92000001,2020-10-30,19901,899116,19872,897153,29,1963
nation,England,E92000001,2020-10-29,20264,879215,20234,877281,30,1934
nation,England,E92000001,2020-10-28,20548,858951,20524,857047,24,1904
nation,England,E92000001,2020-10-27,20764,838403,20743,836523,21,1880
nation,England,E92000001,2020-10-26,23036,817639,23011,815780,25,1859
nation,England,E92000001,2020-10-25,13354,794603,13345,792769,9,1834
nation,England,E92000001,2020-10-24,13712,781249,13696,779424,16,1825
nation,England,E92000001,2020-10-23,18360,767537,18330,765728,30,1809
nation,England,E92000001,2020-10-22,19863,749177,19847,747398,16,1779
nation,England,E92000001,2020-10-21,21760,729314,21734,727551,26,1763
nation,England,E92000001,2020-10-20,21632,707554,21585,705817,47,1737
nation,England,E92000001,2020-10-19,22370,685922,22344,684232,26,1690
nation,England,E92000001,2020-10-18,12000,663552,11984,661888,16,1664
nation,England,E92000001,2020-10-17,12496,651552,12481,649904,15,1648
nation,England,E92000001,2020-10-16,14761,639056,14730,637423,31,1633
nation,England,E92000001,2020-10-15,15425,624295,15389,622693,36,1602
nation,England,E92000001,2020-10-14,16644,608870,16624,607304,20,1566
nation,England,E92000001,2020-10-13,15661,592226,15628,590680,33,1546
nation,England,E92000001,2020-10-12,16423,576565,16396,575052,27,1513
nation,England,E92000001,2020-10-11,9786,560142,9777,558656,9,1486
nation,England,E92000001,2020-10-10,10306,550356,10292,548879,14,1477
nation,England,E92000001,2020-10-09,13160,540050,13132,538587,28,1463
nation,England,E92000001,2020-10-08,15453,526890,15435,525455,18,1435
nation,England,E92000001,2020-10-07,15419,511437,15388,510020,31,1417
nation,England,E92000001,2020-10-06,14461,496018,14432,494632,29,1386
nation,England,E92000001,2020-10-05,14219,481557,14185,480200,34,1357
nation,England,E92000001,2020-10-04,9965,467338,9956,466015,9,1323
nation,England,E92000001,2020-10-03,9821,457373,9811,456059,10,1314
nation,England,E92000001,2020-10-02,11720,447552,11693,446248,27,1304
nation,England,E92000001,2020-10-01,11445,435832,11415,434555,30,1277
nation,England,E92000001,2020-09-30,10665,424387,10633,423140,32,1247
nation,England,E92000001,2020-09-29,8834,413722,8798,412507,36,1215
nation,England,E92000001,2020-09-28,8640,404888,8624,403709,16,1179
nation,England,E92000001,2020-09-27,6085,396248,6076,395085,9,1163
nation,England,E92000001,2020-09-26,5704,390163,5699,389009,5,1154
nation,England,E92000001,2020-09-25,6106,384459,6090,383310,16,1149
nation,England,E92000001,2020-09-24,6362,378353,6341,377220,21,1133
nation,England,E92000001,2020-09-23,5934,371991,5914,370879,20,1112
nation,England,E92000001,2020-09-22,5399,366057,5378,364965,21,1092
nation,England,E92000001,2020-09-21,4727,360658,4715,359587,12,1071
nation,England,E92000001,2020-09-20,4651,355931,4644,354872,7,1059
nation,England,E92000001,2020-09-19,4216,351280,4211,350228,5,1052
nation,England,E92000001,2020-09-18,4291,347064,4266,346017,25,1047
nation,England,E92000001,2020-09-17,3979,342773,3959,341751,20,1022
nation,England,E92000001,2020-09-16,3780,338794,3755,337792,25,1002
nation,England,E92000001,2020-09-15,3056,335014,3031,334037,25,977
nation,England,E92000001,2020-09-14,2943,331958,2915,331006,28,952
nation,England,E92000001,2020-09-13,1721,329015,1718,328091,3,924
nation,England,E92000001,2020-09-12,2224,327294,2216,326373,8,921
nation,England,E92000001,2020-09-11,2894,325070,2870,324157,24,913
nation,England,E92000001,2020-09-10,3144,322176,3124,321287,20,889
nation,England,E92000001,2020-09-09,2893,319032,2873,318163,20,869
nation,England,E92000001,2020-09-08,3072,316139,3036,315290,36,849
nation,England,E92000001,2020-09-07,3531,313067,3482,312254,49,813
nation,England,E92000001,2020-09-06,2079,309536,2068,308772,11,764
nation,England,E92000001,2020-09-05,2201,307457,2196,306704,5,753
nation,England,E92000001,2020-09-04,2639,305256,2604,304508,35,748
nation,England,E92000001,2020-09-03,2717,302617,2671,301904,46,713
nation,England,E92000001,2020-09-02,2700,299900,2644,299233,56,667
nation,England,E92000001,2020-09-01,1963,297200,1941,296589,22,611
nation,England,E92000001,2020-08-31,1279,295237,1272,294648,7,589
nation,England,E92000001,2020-08-30,987,293958,984,293376,3,582
nation,England,E92000001,2020-08-29,1051,292971,1048,292392,3,579
nation,England,E92000001,2020-08-28,1396,291920,1388,291344,8,576
nation,England,E92000001,2020-08-27,1356,290524,1330,289956,26,568
nation,England,E92000001,2020-08-26,1181,289168,1156,288626,25,542
nation,England,E92000001,2020-08-25,1085,287987,1069,287470,16,517
nation,England,E92000001,2020-08-24,1157,286902,1145,286401,12,501
nation,England,E92000001,2020-08-23,704,285745,701,285256,3,489
nation,England,E92000001,2020-08-22,732,285041,727,284555,5,486
nation,England,E92000001,2020-08-21,1031,284309,1014,283828,17,481
nation,England,E92000001,2020-08-20,1254,283278,1231,282814,23,464
nation,England,E92000001,2020-08-19,1110,282024,1086,281583,24,441
nation,England,E92000001,2020-08-18,956,280914,939,280497,17,417
nation,England,E92000001,2020-08-17,1159,279958,1150,279558,9,400
nation,England,E92000001,2020-08-16,534,278799,530,278408,4,391
nation,England,E92000001,2020-08-15,656,278265,655,277878,1,387
nation,England,E92000001,2020-08-14,1060,277609,1040,277223,20,386
nation,England,E92000001,2020-08-13,1037,276549,1030,276183,7,366
nation,England,E92000001,2020-08-12,1128,275512,1107,275153,21,359
nation,England,E92000001,2020-08-11,1249,274384,1221,274046,28,338
nation,England,E92000001,2020-08-10,1376,273135,1361,272825,15,310
nation,England,E92000001,2020-08-09,569,271759,565,271464,4,295
nation,England,E92000001,2020-08-08,649,271190,642,270899,7,291
nation,England,E92000001,2020-08-07,893,270541,881,270257,12,284
nation,England,E92000001,2020-08-06,1008,269648,991,269376,17,272
nation,England,E92000001,2020-08-05,975,268640,953,268385,22,255
nation,England,E92000001,2020-08-04,966,267665,937,267432,29,233
nation,England,E92000001,2020-08-03,965,266699,947,266495,18,204
nation,England,E92000001,2020-08-02,518,265734,514,265548,4,186
nation,England,E92000001,2020-08-01,508,265216,503,265034,5,182
nation,England,E92000001,2020-07-31,644,264708,635,264531,9,177
nation,England,E92000001,2020-07-30,879,264064,865,263896,14,168
nation,England,E92000001,2020-07-29,995,263185,979,263031,16,154
nation,England,E92000001,2020-07-28,796,262190,783,262052,13,138
nation,England,E92000001,2020-07-27,825,261394,814,261269,11,125
nation,England,E92000001,2020-07-26,518,260569,517,260455,1,114
nation,England,E92000001,2020-07-25,499,260051,496,259938,3,113
nation,England,E92000001,2020-07-24,721,259552,712,259442,9,110
nation,England,E92000001,2020-07-23,742,258831,736,258730,6,101
nation,England,E92000001,2020-07-22,764,258089,756,257994,8,95
nation,England,E92000001,2020-07-21,697,257325,691,257238,6,87
nation,England,E92000001,2020-07-20,769,256628,759,256547,10,81
nation,England,E92000001,2020-07-19,419,255859,414,255788,5,71
nation,England,E92000001,2020-07-18,473,255440,471,255374,2,66
nation,England,E92000001,2020-07-17,548,254967,547,254903,1,64
nation,England,E92000001,2020-07-16,643,254419,638,254356,5,63
nation,England,E92000001,2020-07-15,726,253776,722,253718,4,58
nation,England,E92000001,2020-07-14,661,253050,657,252996,4,54
nation,England,E92000001,2020-07-13,694,252389,694,252339,0,50
nation,England,E92000001,2020-07-12,353,251695,351,251645,2,50
nation,England,E92000001,2020-07-11,433,251342,429,251294,4,48
nation,England,E92000001,2020-07-10,524,250909,521,250865,3,44
nation,England,E92000001,2020-07-09,688,250385,682,250344,6,41
nation,England,E92000001,2020-07-08,682,249697,676,249662,6,35
nation,England,E92000001,2020-07-07,564,249015,561,248986,3,29
nation,England,E92000001,2020-07-06,664,248451,660,248425,4,26
nation,England,E92000001,2020-07-05,544,247787,543,247765,1,22
nation,England,E92000001,2020-07-04,385,247243,384,247222,1,21
nation,England,E92000001,2020-07-03,536,246858,535,246838,1,20
nation,England,E92000001,2020-07-02,562,246322,557,246303,5,19
nation,England,E92000001,2020-07-01,608,245760,605,245746,3,14
nation,England,E92000001,2020-06-30,579,245152,578,245141,1,11
nation,England,E92000001,2020-06-29,666,244573,664,244563,2,10
nation,England,E92000001,2020-06-28,413,243907,412,243899,1,8
nation,England,E92000001,2020-06-27,506,243494,504,243487,2,7
nation,England,E92000001,2020-06-26,639,242988,638,242983,1,5
nation,England,E92000001,2020-06-25,644,242349,644,242345,0,4
nation,England,E92000001,2020-06-24,733,241705,732,241701,1,4
nation,England,E92000001,2020-06-23,727,240972,726,240969,1,3
nation,England,E92000001,2020-06-22,821,240245,821,240243,0,2
nation,England,E92000001,2020-06-21,550,239424,550,239422,0,2
nation,England,E92000001,2020-06-20,626,238874,626,238872,0,2
nation,England,E92000001,2020-06-19,818,238248,817,238246,1,2
nation,England,E92000001,2020-06-18,939,237430,939,237429,0,1
nation,England,E92000001,2020-06-17,914,236491,914,236490,0,1
nation,England,E92000001,2020-06-16,996,235577,996,235576,0,1
nation,England,E92000001,2020-06-15,944,234581,944,234580,0,1
nation,England,E92000001,2020-06-14,752,233637,752,233636,0,1
nation,England,E92000001,2020-06-13,785,232885,785,232884,0,1
nation,England,E92000001,2020-06-12,938,232100,938,232099,0,1
nation,England,E92000001,2020-06-11,914,231162,914,231161,0,1
nation,England,E92000001,2020-06-10,1086,230248,1086,230247,0,1
nation,England,E92000001,2020-06-09,1067,229162,1067,229161,0,1
nation,England,E92000001,2020-06-08,990,228095,990,228094,0,1
nation,England,E92000001,2020-06-07,668,227105,668,227104,0,1
nation,England,E92000001,2020-06-06,724,226437,724,226436,0,1
nation,England,E92000001,2020-06-05,1021,225713,1021,225712,0,1
nation,England,E92000001,2020-06-04,1147,224692,1147,224691,0,1
nation,England,E92000001,2020-06-03,1250,223545,1250,223544,0,1
nation,England,E92000001,2020-06-02,1367,222295,1367,222294,0,1
nation,England,E92000001,2020-06-01,1318,220928,1318,220927,0,1
nation,England,E92000001,2020-05-31,984,219610,984,219609,0,1
nation,England,E92000001,2020-05-30,1009,218626,1009,218625,0,1
nation,England,E92000001,2020-05-29,1374,217617,1374,217616,0,1
nation,England,E92000001,2020-05-28,1575,216243,1575,216242,0,1
nation,England,E92000001,2020-05-27,1616,214668,1616,214667,0,1
nation,England,E92000001,2020-05-26,1462,213052,1462,213051,0,1
nation,England,E92000001,2020-05-25,1389,211590,1389,211589,0,1
nation,England,E92000001,2020-05-24,1204,210201,1204,210200,0,1
nation,England,E92000001,2020-05-23,1307,208997,1307,208996,0,1
nation,England,E92000001,2020-05-22,1798,207690,1798,207689,0,1
nation,England,E92000001,2020-05-21,2277,205892,2277,205891,0,1
nation,England,E92000001,2020-05-20,2360,203615,2360,203614,0,1
nation,England,E92000001,2020-05-19,2602,201255,2602,201254,0,1
nation,England,E92000001,2020-05-18,2223,198653,2223,198652,0,1
nation,England,E92000001,2020-05-17,1592,196430,1592,196429,0,1
nation,England,E92000001,2020-05-16,1780,194838,1780,194837,0,1
nation,England,E92000001,2020-05-15,2143,193058,2143,193057,0,1
nation,England,E92000001,2020-05-14,2222,190915,2222,190914,0,1
nation,England,E92000001,2020-05-13,2899,188693,2899,188692,0,1
nation,England,E92000001,2020-05-12,2940,185794,2940,185793,0,1
nation,England,E92000001,2020-05-11,3089,182854,3089,182853,0,1
nation,England,E92000001,2020-05-10,2013,179765,2013,179764,0,1
nation,England,E92000001,2020-05-09,1797,177752,1797,177751,0,1
nation,England,E92000001,2020-05-08,2626,175955,2626,175954,0,1
nation,England,E92000001,2020-05-07,3210,173329,3210,173328,0,1
nation,England,E92000001,2020-05-06,3265,170119,3265,170118,0,1
nation,England,E92000001,2020-05-05,3142,166854,3142,166853,0,1
nation,England,E92000001,2020-05-04,2848,163712,2848,163711,0,1
nation,England,E92000001,2020-05-03,2648,160864,2648,160863,0,1
nation,England,E92000001,2020-05-02,2761,158216,2761,158215,0,1
nation,England,E92000001,2020-05-01,4110,155455,4110,155454,0,1
nation,England,E92000001,2020-04-30,4313,151345,4313,151344,0,1
nation,England,E92000001,2020-04-29,4736,147032,4736,147031,0,1
nation,England,E92000001,2020-04-28,4115,142296,4115,142295,0,1
nation,England,E92000001,2020-04-27,4058,138181,4058,138180,0,1
nation,England,E92000001,2020-04-26,3138,134123,3138,134122,0,1
nation,England,E92000001,2020-04-25,3380,130985,3380,130984,0,1
nation,England,E92000001,2020-04-24,4355,127605,4355,127604,0,1
nation,England,E92000001,2020-04-23,4573,123250,4573,123249,0,1
nation,England,E92000001,2020-04-22,4813,118677,4813,118676,0,1
nation,England,E92000001,2020-04-21,3997,113864,3997,113863,0,1
nation,England,E92000001,2020-04-20,3697,109867,3697,109866,0,1
nation,England,E92000001,2020-04-19,3495,106170,3495,106169,0,1
nation,England,E92000001,2020-04-18,4139,102675,4139,102674,0,1
nation,England,E92000001,2020-04-17,4088,98536,4088,98535,0,1
nation,England,E92000001,2020-04-16,4363,94448,4363,94447,0,1
nation,England,E92000001,2020-04-15,4239,90085,4239,90084,0,1
nation,England,E92000001,2020-04-14,3572,85846,3571,85845,1,1
nation,England,E92000001,2020-04-13,3463,82274,3463,82274,,
nation,England,E92000001,2020-04-12,2958,78811,2958,78811,,
nation,England,E92000001,2020-04-11,3085,75853,3085,75853,,
nation,England,E92000001,2020-04-10,3590,72768,3590,72768,,
nation,England,E92000001,2020-04-09,4074,69178,4074,69178,,
nation,England,E92000001,2020-04-08,4315,65104,4315,65104,,
nation,England,E92000001,2020-04-07,4606,60789,4606,60789,,
nation,England,E92000001,2020-04-06,4407,56183,4407,56183,,
nation,England,E92000001,2020-04-05,3095,51776,3095,51776,,
nation,England,E92000001,2020-04-04,3405,48681,3405,48681,,
nation,England,E92000001,2020-04-03,4108,45276,4108,45276,,
nation,England,E92000001,2020-04-02,4103,41168,4103,41168,,
nation,England,E92000001,2020-04-01,4145,37065,4145,37065,,
nation,England,E92000001,2020-03-31,3812,32920,3812,32920,,
nation,England,E92000001,2020-03-30,3512,29108,3512,29108,,
nation,England,E92000001,2020-03-29,2450,25596,2450,25596,,
nation,England,E92000001,2020-03-28,2380,23146,2380,23146,,
nation,England,E92000001,2020-03-27,2680,20766,2680,20766,,
nation,England,E92000001,2020-03-26,2631,18086,2631,18086,,
nation,England,E92000001,2020-03-25,2283,15455,2283,15455,,
nation,England,E92000001,2020-03-24,2042,13172,2042,13172,,
nation,England,E92000001,2020-03-23,2016,11130,2016,11130,,
nation,England,E92000001,2020-03-22,1215,9114,1215,9114,,
nation,England,E92000001,2020-03-21,1039,7899,1039,7899,,
nation,England,E92000001,2020-03-20,1095,6860,1095,6860,,
nation,England,E92000001,2020-03-19,934,5765,934,5765,,
nation,England,E92000001,2020-03-18,912,4831,912,4831,,
nation,England,E92000001,2020-03-17,683,3919,683,3919,,
nation,England,E92000001,2020-03-16,553,3236,553,3236,,
nation,England,E92000001,2020-03-15,397,2683,397,2683,,
nation,England,E92000001,2020-03-14,315,2286,315,2286,,
nation,England,E92000001,2020-03-13,400,1971,400,1971,,
nation,England,E92000001,2020-03-12,421,1571,421,1571,,
nation,England,E92000001,2020-03-11,357,1150,357,1150,,
nation,England,E92000001,2020-03-10,229,793,229,793,,
nation,England,E92000001,2020-03-09,127,564,127,564,,
nation,England,E92000001,2020-03-08,50,437,50,437,,
nation,England,E92000001,2020-03-07,55,387,55,387,,
nation,England,E92000001,2020-03-06,74,332,74,332,,
nation,England,E92000001,2020-03-05,46,258,46,258,,
nation,England,E92000001,2020-03-04,49,212,49,212,,
nation,England,E92000001,2020-03-03,53,163,53,163,,
nation,England,E92000001,2020-03-02,41,110,41,110,,
nation,England,E92000001,2020-03-01,21,69,21,69,,
nation,England,E92000001,2020-02-29,5,48,5,48,,
nation,England,E92000001,2020-02-28,11,43,11,43,,
nation,England,E92000001,2020-02-27,8,32,8,32,,
nation,England,E92000001,2020-02-26,4,24,4,24,,
nation,England,E92000001,2020-02-25,5,20,5,20,,
nation,England,E92000001,2020-02-24,2,15,2,15,,
nation,England,E92000001,2020-02-23,2,13,2,13,,
nation,England,E92000001,2020-02-22,0,11,0,11,,
nation,England,E92000001,2020-02-21,1,11,1,11,,
nation,England,E92000001,2020-02-20,0,10,0,10,,
nation,England,E92000001,2020-02-19,0,10,0,10,,
nation,England,E92000001,2020-02-18,0,10,0,10,,
nation,England,E92000001,2020-02-17,0,10,0,10,,
nation,England,E92000001,2020-02-16,0,10,0,10,,
nation,England,E92000001,2020-02-15,0,10,0,10,,
nation,England,E92000001,2020-02-14,0,10,0,10,,
nation,England,E92000001,2020-02-13,0,10,0,10,,
nation,England,E92000001,2020-02-12,0,10,0,10,,
nation,England,E92000001,2020-02-11,3,10,3,10,,
nation,England,E92000001,2020-02-10,0,7,0,7,,
nation,England,E92000001,2020-02-09,1,7,1,7,,
nation,England,E92000001,2020-02-08,3,6,3,6,,
nation,England,E92000001,2020-02-07,0,3,0,3,,
nation,England,E92000001,2020-02-06,0,3,0,3,,
nation,England,E92000001,2020-02-05,1,3,1,3,,
nation,England,E92000001,2020-02-04,0,2,0,2,,
nation,England,E92000001,2020-02-03,0,2,0,2,,
nation,England,E92000001,2020-02-02,1,2,1,2,,
nation,England,E92000001,2020-02-01,0,1,0,1,,
nation,England,E92000001,2020-01-31,0,1,0,1,,
nation,England,E92000001,2020-01-30,1,1,1,1,,
